分组	标准名	编号	批准日期	文号	发布单位	官方链接	全文PDF	红头PDF	附件	备注
结构与抗震	缓粘结预应力混凝土结构技术标准		2024-02-06	沪建标定〔2024〕74号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=abe38a3ea8e442b7a0304dd237224c7d&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/11/11852516af2b49899c725e3cc7bd7dff/d58466a3f34a7844086785188098a341.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E7%BC%93%E7%B2%98%E7%BB%93%E9%A2%84%E5%BA%94%E5%8A%9B%E6%B7%B7%E5%87%9D%E5%9C%9F%E7%BB%93%E6%9E%84%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
绿色建筑与节能	公共建筑用能监测系统工程技术标准	DGJ08-2068-2017	2024-02-02	沪建标定〔2024〕67号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=83da9a2540c9489385c97f6236764056&siteId=0011	https://zjw.sh.gov.cn/cmsres/53/536a92f9c0154f0baedbaa52384d0e93/57410171a4b46db519a02557a68bc00d.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/b0/b0a1d8b1f33c4697960ecffeae93ac8c/6fdd486d246abc21e637a97c8440b119.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%85%AC%E5%85%B1%E5%BB%BA%E7%AD%91%E7%94%A8%E8%83%BD%E7%9B%91%E6%B5%8B%E7%B3%BB%E7%BB%9F%E5%B7%A5%E7%A8%8B%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2018-05-01
设备与智能化	多联式空调（热泵）工程施工技术标准	DG/TJ08-2091-2012	2024-02-02	沪建标定〔2024〕65号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=4061d9b195ed4d8ba5fd051210d4200d&siteId=0011	https://zjw.sh.gov.cn/shsd/userfiles/274多联式空调（热泵）工程施工技术规程.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/f3/f3fbac8178634f0cb35d7eee14f394f4/2096005931ffcd83eb44cebee07e7eec.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%A4%9A%E8%81%94%E5%BC%8F%E7%A9%BA%E8%B0%83%EF%BC%88%E7%83%AD%E6%B3%B5%EF%BC%89%E5%B7%A5%E7%A8%8B%E6%96%BD%E5%B7%A5%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2012-03-01
勘察与测绘	上海市房屋建筑工程施工图设计文件技术审查要点（岩土工程勘察篇）		2024-01-29	沪建质安〔2024〕38 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20240129/75ce57f12921431798fb94a6745412e3.html			https://zjw.sh.gov.cn/cmsres/2f/2faf247ff3a048c6b601f2ef95484e6f/189af3f80e20c8e2996ec95b49abde5c.docx	新批准，现行标准栏目未收录
绿色建筑与节能	办公建筑用能限额设计标准		2024-01-29	沪建标定〔2024〕51号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=dd374ec6e2d54b20bda501b76e6cc0ff&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/7a/7add8c29f42a4cc5b4e817009e928d23/99d23e0bdeecec05c5db5f45b7db2a49.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%8A%9E%E5%85%AC%E5%BB%BA%E7%AD%91%E7%94%A8%E8%83%BD%E9%99%90%E9%A2%9D%E8%AE%BE%E8%AE%A1%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
设备与智能化	上海市房屋建筑工程施工图设计文件技术审查要点（建筑设备篇）		2024-01-29	沪建质安〔2024〕38 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20240129/75ce57f12921431798fb94a6745412e3.html			https://zjw.sh.gov.cn/cmsres/2f/2faf247ff3a048c6b601f2ef95484e6f/189af3f80e20c8e2996ec95b49abde5c.docx	新批准，现行标准栏目未收录
改造与历史建筑	房屋质量检测鉴定标准		2024-01-24	沪建标定〔2024〕42号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=a9b00f3cf77d4855872aa43b9df3aa62&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/19/199c3ca60b534099a4cf34ec716dcddf/96267b372013079c9ab6307d94ccb755.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E6%88%BF%E5%B1%8B%E8%B4%A8%E9%87%8F%E6%A3%80%E6%B5%8B%E9%89%B4%E5%AE%9A%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
绿色建筑与节能	绿色生态城区评价标准	DG/TJ08-2253-2018	2024-01-16	沪建标定〔2024〕24号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=b5800b8897c54cc29af18ace13acfba1&siteId=0011	https://zjw.sh.gov.cn/cmsres/f7/f7b9e381512e4baa9fcf4fc582c08001/dc2de4ce6f131aee543ef1bc43908bca.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/1c/1c02e4c31c3f402594e2a77052369dcf/a3d75a1661e5693233c14cb19614fe0f.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E7%BB%BF%E8%89%B2%E7%94%9F%E6%80%81%E5%9F%8E%E5%8C%BA%E8%AF%84%E4%BB%B7%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2018-05-01
轨道交通与地下工程	地下车库联络道设计标准		2024-01-16	沪建标定〔2024〕25号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=14c0df7911084fe89de279a3c3282fbd&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/fc/fc7ecffe450c4a198c769b56e0cce04b/88ce600d2bdc56bd97d752bf01ef88d1.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%9C%B0%E4%B8%8B%E8%BD%A6%E5%BA%93%E8%81%94%E7%BB%9C%E9%81%93%E8%AE%BE%E8%AE%A1%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
绿色建筑与节能	绿色生态规划建设导则		2024-01-02	沪建建材联〔2023〕561号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=c392f04e37334fecaa027efc119cfee8&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/54/54b4c99d46e647ebb07b15d5bc56ce4b/3244097e8a1a5c34e45c881209ddf49a.pdf&filename=%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E5%98%89%E5%AE%9A%E3%80%81%E9%9D%92%E6%B5%A6%E3%80%81%E6%9D%BE%E6%B1%9F%E3%80%81%E5%A5%89%E8%B4%A4%E3%80%81%E5%8D%97%E6%B1%87%E6%96%B0%E5%9F%8E%E3%80%8A%E7%BB%BF%E8%89%B2%E7%94%9F%E6%80%81%E8%A7%84%E5%88%92%E5%BB%BA%E8%AE%BE%E5%AF%BC%E5%88%99%E3%80%8B%E7%9A%84%E9%80%9A%E7%9F%A5.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/9e/9e960dc2a347471393c785c8c528f329/54d7d2b32369937d87c9afc7e3820f16.pdf&filename=%E5%A5%89%E8%B4%A4%E6%96%B0%E5%9F%8E%E7%BB%BF%E8%89%B2%E7%94%9F%E6%80%81%E8%A7%84%E5%88%92%E5%BB%BA%E8%AE%BE%E5%AF%BC%E5%88%99-%E5%AE%9A%E7%A8%BF.pdf	新批准，现行标准栏目未收录
